"","Provincia","Total","0 años","1 año","2 años","3 años","4 años","5 años","6 años","7 años","8 años","9 años","10 años","11 años","12 años","13 años","14 años","15 años","16 años","17 años","18 años","19 años","20 años","21 años","22 años","23 años","24 años","25 años","26 años","27 años","28 años","29 años","30 años","31 años","32 años","33 años","34 años","35 años","36 años","37 años","38 años","39 años","40 años","41 años","42 años","43 años","44 años","45 años","46 años","47 años","48 años","49 años","50 años","51 años","52 años","53 años","54 años","55 años","56 años","57 años","58 años","59 años","60 años","61 años","62 años","63 años","64 años","65 años","66 años","67 años","68 años","69 años","70 años","71 años","72 años","73 años","74 años","75 años","76 años","77 años","78 años","79 años","80 años","81 años","82 años","83 años","84 años","85 años","86 años","87 años","88 años","89 años","90 años","91 años","92 años","93 años","94 años","95 años","96 años","97 años","98 años","99 años","100 y más años","file","año","sexo"
"715","22 Huesca",111201.702429,1019.928039,1004.914863,1074.646384,1010.541557,995.804664,955.918366,1002.419464,946.049805,947.939606,1002.4614,954.113481,988.689006,902.397417,946.738722,970.090965,878.638102,947.01171,862.613787,1023.025449,1001.932267,983.274633,1017.541148,1111.643121,1127.985046,1263.12724,1206.816405,1231.389417,1282.732061,1415.072723,1468.386711,1546.996594,1595.707634,1690.082092,1684.658034,1718.300867,1669.85063,1643.01487,1674.689388,1618.601848,1604.312341,1660.101975,1671.088762,1709.738197,1674.356717,1614.993383,1663.100021,1672.782762,1708.542762,1633.476966,1563.268637,1639.642586,1606.069834,1470.105866,1504.55112,1425.265203,1367.28782,1303.335496,1280.847581,1291.66451,1167.718451,1066.461883,1238.030649,1277.628637,1089.24178,1110.884253,1188.235661,1157.033685,1158.152616,998.195176,887.128964,993.930216,724.638846,862.28119,1085.234263,1184.833474,1132.190325,1141.300594,1210.13662,1231.424169,1119.052965,1161.729696,1069.204105,1112.135087,1004.577756,929.181346,823.60411,816.550103,730.254486,628.072608,547.445416,451.892896,353.276496,255.844595,204.680134,158.397376,130.521022,122.855499,84.591927,65.938393,23.936692,53.000214,"2011mujeres.xls","2011","mujeres"
"716","23 Jaén",334103.766189,3017.53273,3182.635871,3403.529288,3211.944185,3412.045284,3292.75092,3328.590964,3394.74589,3256.044431,3272.359234,3424.503604,3510.868585,3367.031145,3551.917352,3562.203807,3776.337599,3748.251284,4175.610107,4335.957884,4185.139498,4250.390704,4356.099948,4118.200374,4219.401068,4320.305551,4217.272351,4275.875712,4346.896181,4327.922191,4296.862169,4663.575396,4538.973998,4697.247802,4594.322494,4649.912188,4640.629987,4708.77003,4625.454568,4809.99958,4637.262562,4776.310909,4985.181993,5200.093849,5264.839032,5051.502193,5329.748113,5575.47514,5159.014304,4957.428552,4852.860249,5024.551306,4527.662761,4620.356898,4206.191522,3965.355234,3682.221226,3434.171237,3673.228596,3467.065109,2911.611304,2840.370059,3274.986662,3569.957637,3114.140162,2655.715884,3197.845532,3098.521237,3162.583508,2831.08017,2575.325322,3793.690463,2093.032785,2814.844559,3358.202364,3334.168313,3308.746744,3262.171601,3337.734862,3096.121851,3028.251443,2941.155747,2744.866773,2566.464573,2192.463751,2054.896693,1723.286097,1564.29627,1248.199952,1120.056201,923.523733,764.753482,544.651384,421.370627,322.217285,236.101116,186.869662,135.568073,99.4842,91.309939,39.932487,64.562943,"2011mujeres.xls","2011","mujeres"
"717","24 León",252501.387682,1731.32056,1693.792256,1729.590095,1768.578133,1678.756261,1693.202138,1762.190215,1797.811212,1770.549472,1688.128343,1714.245582,1718.703023,1677.251067,1794.528135,1793.983112,1731.983697,1807.08433,1848.780768,2040.066976,2062.163403,2210.672186,2317.678146,2420.097139,2471.499827,2705.333091,2688.000672,2862.060244,2976.683542,3094.013759,3126.150783,3327.239986,3281.523764,3441.187972,3478.233243,3521.166877,3520.686075,3570.46452,3435.519328,3447.005056,3568.693123,3601.586687,3715.59167,3641.391046,3658.349952,3727.296372,3777.104107,4039.569509,3833.448135,3898.253068,3806.168863,3835.048567,3821.676682,3569.632235,3685.743289,3422.851428,3234.925181,3070.106335,2982.288914,2883.17485,2888.329241,2811.51632,2890.367759,3015.190532,2698.776112,2774.530574,2956.976787,2726.755606,2781.880731,2567.752918,2483.840154,2828.38706,2095.355359,2317.526823,2694.303163,3420.854207,3324.702286,3249.595522,3225.582332,3396.776441,3123.588395,2944.526626,2848.919729,2908.447475,2574.131012,2396.794962,2128.722457,1978.295925,1831.648486,1564.39183,1364.673238,1056.959999,751.885622,650.341173,510.092111,389.924637,332.987064,260.35134,183.858684,129.728269,85.94826,165.34546,"2011mujeres.xls","2011","mujeres"
"718","25 Lleida",214264.266698,2292.249005,2341.724015,2530.861809,2268.936539,2213.565337,2249.280238,2190.687627,2082.26411,1979.803703,2039.163274,2011.702288,2004.346603,1920.72255,1920.443652,1816.052671,1791.978733,1845.11734,1976.275927,1951.618751,2024.067796,2097.084855,2280.626982,2420.065592,2432.147269,2547.701584,2548.657684,2629.960289,2797.617893,2968.603772,3130.988673,3357.168336,3518.081472,3566.400426,3579.248436,3626.03428,3517.235402,3581.753704,3498.907298,3376.053737,3156.194487,3345.423821,3240.010043,3250.5022,3184.918884,3054.099288,3179.194041,3267.897168,3136.92891,3033.45602,3106.294199,3002.878325,2872.581925,2766.32453,2748.398044,2462.131847,2433.699462,2352.729861,2371.712809,2377.885915,2117.061531,2192.609981,2224.454233,2308.559964,2126.161836,2003.435933,2056.39663,1989.773114,1963.952055,1748.837345,1685.642511,1944.737312,1049.015114,1450.286311,1737.642589,2037.27675,1922.664956,2044.22339,1969.551286,1966.26925,1815.183308,1874.962496,1692.020016,1716.142279,1520.342386,1509.61342,1353.635384,1237.271935,1045.436901,1039.825751,770.552605,723.851208,493.143232,472.846163,329.39485,259.51338,179.082424,153.365942,87.076392,75.241904,38.083473,70.667727,"2011mujeres.xls","2011","mujeres"
"719","27 Lugo",179467.254197,1064.521107,1149.525355,1107.045581,1139.60903,991.313967,1045.524142,1050.171262,1112.901093,976.347916,1002.4429,1160.2037,1053.833953,1124.088341,1069.015936,1077.92171,1144.14464,1233.071058,1339.901467,1314.684494,1392.856131,1530.516945,1553.036827,1623.023933,1735.418972,1733.961852,1945.910172,2023.052952,2092.286546,2045.181314,2197.050654,2347.347011,2472.193285,2384.029073,2382.044573,2537.068332,2472.684078,2423.055956,2360.717947,2372.718616,2405.079091,2424.677772,2570.345089,2502.917813,2514.160211,2646.983152,2501.326526,2563.671205,2469.093364,2552.424778,2617.293638,2521.750434,2498.298601,2480.666811,2369.532614,2322.749258,2186.454981,2176.227235,2191.38832,2106.322697,1960.441346,2015.968478,2078.166299,2096.712044,2067.675324,2160.303471,2229.988807,2093.293059,2168.016966,2124.170629,2045.177816,2304.032448,1680.838088,1837.894457,2240.449876,2621.658522,2586.857982,2606.838993,2584.150523,2580.254428,2374.381755,2392.145062,2150.164304,2159.534426,1992.919051,1826.154595,1737.532052,1572.15627,1414.424581,1268.272051,1020.640831,948.78464,683.145621,642.96231,464.920427,376.592311,275.291505,226.315162,154.878347,99.91154,71.008137,130.443252,"2011mujeres.xls","2011","mujeres"
"720","28 Madrid",3306467.078179,35455.757111,36228.23091,37257.969988,35463.288467,34363.658673,33567.689911,33285.236349,32956.613022,31383.836929,30682.219116,29825.638563,28682.118562,27515.840008,27676.679597,27644.169134,26804.492282,27317.938926,28333.242393,29565.053057,29709.378834,30799.878127,32495.439351,34333.169207,36566.998378,38984.65133,41912.221,44729.680033,46672.627461,50784.112011,53109.642468,54993.785914,57626.784064,60091.096254,61017.338578,63223.38418,62237.682831,62203.330089,59560.85763,58687.755712,58183.034803,56141.837739,55241.424981,54905.539054,54554.358845,52364.477419,52210.922986,52378.409319,50180.549132,48289.854421,46626.998162,46617.753984,45219.202659,44530.253591,43661.71702,40739.578517,39503.590586,37622.230149,37537.643982,36977.771474,34882.925728,34379.78079,36048.545273,37711.859642,33646.179312,31709.527245,33180.293073,32055.194197,30626.952591,25816.468992,23207.872988,30015.232797,19114.650777,22062.246376,24069.620719,25968.274684,24190.015667,24103.734725,24366.573152,23331.500978,21721.673831,21489.625009,20140.84672,19364.929131,17147.612409,16256.919376,14508.841296,13265.0787,12068.405611,10927.776701,9036.355952,7471.362938,5630.720673,4754.255477,3881.027097,2998.825032,2408.129926,1837.689432,1389.745053,892.483748,597.900237,952.788851,"2011mujeres.xls","2011","mujeres"
"721","29 Málaga",800592.813406,8367.922305,8637.437164,8976.36451,9040.696824,8857.606263,9019.56287,8683.853444,8564.623879,8016.988483,8185.35719,7976.279318,7955.128992,7739.944007,7694.754969,7688.056708,7588.945357,7628.194305,7888.59327,8408.704167,8274.166192,8409.410762,8746.211084,8839.804836,9261.439247,9697.95974,10137.938093,10847.262986,11189.712323,11835.648908,12489.19133,12844.872149,13116.276628,13610.830567,13641.634127,13860.541747,13870.294546,13535.639291,13608.017599,13668.806706,13305.291023,13085.791359,13096.573603,13051.646334,13322.792667,12717.469992,12764.1844,12958.481284,12467.662399,11741.041011,11027.847293,11269.846366,11126.00278,10631.220939,10371.558155,9687.856618,9467.525182,9292.089154,8936.08204,8908.219799,8466.351706,7882.526634,8469.725483,9098.690757,8512.319163,8143.360934,8448.635804,7828.348275,8089.789774,6964.267245,5936.707593,7217.789666,5701.720499,5742.582346,6520.668269,6294.056088,5895.200869,5623.027682,5482.9986,5463.347362,4934.680575,4809.412939,4313.291643,3959.082672,3488.45717,3319.764288,2942.647876,2503.108949,2220.837046,1947.824451,1536.632048,1281.723127,913.770717,761.502158,580.283221,452.929889,347.457749,271.358375,178.662584,158.540722,89.00126,165.873914,"2011mujeres.xls","2011","mujeres"
"722","30 Murcia",721781.698251,8541.692101,8783.865259,9270.615385,9036.747213,8863.752235,8691.40526,8439.669295,8422.000201,8115.722939,8248.996733,7966.303199,7675.11432,7603.37455,7768.432673,7503.659946,7538.454632,7209.143644,7733.43395,7979.003039,8083.753765,8324.290028,8356.648521,8538.837673,8856.69473,8907.453947,9617.501065,9883.96222,10504.755836,11346.196523,11683.382268,12123.778057,12263.555512,12856.668963,12679.172549,12796.543414,12531.339966,12568.59389,12130.677697,12171.328747,11696.447183,11701.922318,11574.784586,11575.208256,11631.340411,11387.527209,10987.515407,11089.50895,10346.831853,9584.072849,9642.60057,9667.448143,9287.944355,9135.151291,8727.853344,7659.494576,7581.067561,7147.684162,7202.729091,7131.736144,6920.324344,6674.306768,6683.862517,7094.117763,6559.853783,6415.088381,6749.852383,6096.983361,5656.022669,5027.289468,4978.704177,6496.068471,3953.990956,5443.461525,5167.103994,5404.205584,5189.774187,5102.968158,5183.383194,4914.402581,4489.291989,4717.086088,4159.225486,3991.184988,3410.377874,3351.20403,2906.273706,2630.670936,2016.780212,1979.335404,1466.438338,1075.491376,909.228652,706.290228,534.415869,403.075767,295.428839,236.44691,158.427707,102.539218,59.416589,95.913577,"2011mujeres.xls","2011","mujeres"
"723","31 Navarra",318982.809841,3299.459881,3414.292988,3458.35684,3364.094872,3427.539757,3277.20278,3215.814818,3365.595857,3132.30542,3180.421215,3085.83336,2931.397286,2973.247933,2958.540406,2925.491526,2794.899334,2828.971296,2748.534161,2806.544654,2899.178213,2934.037623,3093.558146,3305.306655,3215.724624,3408.965655,3631.532601,3764.746558,3930.706518,4260.542888,4707.883985,4773.160242,4936.798243,5077.723712,5302.46498,5363.89022,5531.462998,5279.155088,5168.390949,5053.887604,5120.815811,5042.495761,5110.169124,4943.017717,4947.025979,4989.271729,4787.35364,4911.613954,4684.613056,4580.901174,4525.57862,4385.723305,4275.010898,4176.28104,4252.051912,4068.417272,3785.735563,3629.883254,3647.66113,3624.550905,3440.048455,3402.874226,3447.886392,3682.569236,3393.753661,3281.014585,3433.472186,3060.623013,3138.887677,2719.924414,2573.725766,2805.265106,2172.829273,2255.67296,2361.914164,2704.630985,2761.055137,2597.835515,2618.665066,2730.960286,2545.926424,2548.632154,2313.675947,2310.118952,2089.721827,2059.162968,1942.126805,1722.945907,1536.01451,1436.424912,1198.424828,1040.76823,736.093601,636.178287,473.280687,412.875053,353.368676,242.237022,158.497236,111.994373,85.965628,128.933981,"2011mujeres.xls","2011","mujeres"
"724","32 Ourense",170716.698773,971.974036,984.822054,1100.671544,1063.405398,1045.916506,989.523765,1026.678489,1049.825226,960.674573,988.097309,994.989749,1021.917727,1015.172749,1034.818376,1038.471778,1103.151968,1119.700733,1272.980535,1255.031312,1328.184343,1341.052432,1508.399752,1523.715388,1545.140856,1635.549987,1692.35773,1735.312363,1916.184141,1815.044284,2019.462095,2115.955273,2193.476579,2223.707909,2279.085933,2376.186976,2327.514964,2226.091829,2181.215428,2181.576541,2237.985761,2148.573138,2308.649625,2281.644934,2339.072849,2256.905489,2240.782724,2260.455964,2286.958508,2247.819135,2342.27084,2434.066616,2315.957235,2240.948606,2211.778822,2142.06656,1941.486438,2043.529806,2092.956888,2195.795192,2033.571175,2149.943286,2202.085678,2186.357582,2127.875272,2294.00247,2429.566259,2309.449642,2397.273598,2142.151392,2106.333442,2284.18802,1740.455725,1733.99907,2144.486277,2523.418194,2492.145542,2599.75592,2557.807955,2533.06105,2198.284648,2208.617646,2081.005275,2009.667312,1863.304088,1684.206943,1564.152452,1450.97848,1389.939969,1380.880342,985.143172,905.991598,643.844077,612.545381,482.960211,393.717681,302.581131,264.295743,182.093005,140.087478,75.721927,136.008905,"2011mujeres.xls","2011","mujeres"
"725","34 Palencia",86372.319993,578.965289,630.63262,619.3213,574.453605,663.015009,661.383186,613.078263,648.268993,624.253149,609.523125,613.274155,668.262021,583.097049,640.629126,719.518766,694.735126,688.862992,712.835894,710.907454,778.828249,833.214265,819.130529,822.544088,926.437614,929.80196,980.86583,1011.990999,944.642746,1005.410776,1111.654738,1105.232521,1119.899394,1180.232979,1156.682415,1200.825444,1185.188622,1116.108743,1168.114342,1143.297803,1181.38433,1174.533382,1166.160991,1187.879278,1274.921455,1268.954842,1337.902122,1411.159317,1299.742264,1351.606553,1351.744405,1404.927999,1354.197943,1336.927335,1366.997605,1282.430711,1175.404675,1063.008428,1138.042643,1068.356639,962.013814,987.011752,1031.870877,970.185597,878.482087,858.375163,916.202498,948.183571,956.638569,876.252278,752.560921,803.770331,620.029564,672.941032,781.323847,993.960715,931.223281,1012.423565,968.575136,1032.683138,983.62168,1061.473179,900.355568,938.401646,861.639823,846.357061,724.87188,707.424032,689.107927,582.170487,476.697104,354.332307,301.347977,257.741755,167.692073,163.704027,126.331915,85.006694,72.761105,55.998511,25.741082,43.430328,"2011mujeres.xls","2011","mujeres"
"726","35 Palmas, Las",536261.714892,4833.35934,4993.33878,5334.325818,5487.410174,5875.87201,5677.890226,5865.6937,5685.937285,5680.310578,5712.872123,5564.272411,5660.591457,5364.684979,5713.904644,5702.377953,5261.911326,5100.437286,5360.3821,5644.843341,5693.968089,5939.641224,6221.297937,6640.265491,6804.275377,6988.966218,7338.332645,7674.870351,8010.368917,8492.669139,8821.345993,9261.281231,9321.3534,9582.701162,9354.569505,9516.115468,9626.694071,9976.992753,10271.833571,10234.75094,10290.826488,10104.1332,9916.769869,9476.970088,9592.072734,9375.315681,9411.915632,9293.017239,8753.995151,8489.953081,8125.004075,7840.092825,7107.903488,7042.414496,6577.937986,6409.750069,6277.815753,6034.091357,5993.264768,5879.556309,5529.8594,5330.751293,5224.170495,5103.043021,4862.914254,4914.693873,4924.547226,4487.605206,4137.64746,4221.440153,3615.655511,3953.225329,3047.341472,3088.058647,3394.241679,3712.120742,3423.5142,3318.659279,3232.116271,3154.420173,2762.017655,2519.936532,2243.608316,2076.471881,1830.93477,1531.390002,1391.061589,1331.439668,1041.411254,986.591693,759.188862,621.319808,445.289209,424.436675,347.902302,247.354757,218.769131,172.255317,111.103926,67.696453,58.333815,111.666291,"2011mujeres.xls","2011","mujeres"
"727","36 Pontevedra",490901.634378,3952.378041,4218.296427,4395.121503,4183.382824,4205.259473,4182.024164,4225.190932,4068.348464,3967.589253,3985.727978,3937.468145,3884.588835,3770.98329,3753.863288,3833.857824,3795.521562,3907.646859,4170.388509,4451.002272,4421.00673,4465.280066,4846.944685,4852.351717,4967.36442,5236.763994,5464.096946,5727.707643,6091.217953,6419.559107,6967.27949,7505.432412,7915.385698,8293.80626,8441.01997,8629.612162,8495.404435,8102.41661,7955.37431,8108.610877,7746.343814,7831.080969,7731.199722,7622.542098,7529.525029,7212.421486,7222.087595,7038.609506,6843.935892,6872.448884,6994.167449,7014.218125,6662.485259,6740.917313,6519.151661,6564.866909,6288.98857,6130.077455,6015.618722,5993.314733,5572.766625,5629.595988,6072.175895,6184.908605,5370.921022,5902.543932,5941.42128,5581.253334,5295.235744,4529.487993,4408.094662,4850.481479,3629.542874,3865.867292,4482.383813,5124.998703,5004.149841,5039.58467,4925.753076,4813.895726,4338.81518,4298.319263,3816.980874,3690.734963,3226.323886,2995.425394,2799.204327,2572.54948,2357.832721,2075.292687,1682.335791,1432.023486,1122.270805,966.977217,741.068698,611.317321,485.796692,335.558592,242.467689,182.95896,114.940799,218.10068,"2011mujeres.xls","2011","mujeres"
"728","26 Rioja, La",160155.510164,1589.609091,1594.320757,1696.284093,1639.872812,1595.65455,1605.129293,1610.629593,1630.493824,1457.039826,1433.371281,1403.042182,1444.521013,1406.629679,1436.479526,1405.593658,1343.794081,1424.604152,1383.917047,1416.947601,1462.303392,1568.563909,1621.191648,1730.508783,1660.236794,1778.879726,1924.730519,1911.512378,2025.515831,2120.787968,2191.783292,2379.974328,2563.950609,2640.663659,2691.578428,2783.697074,2597.237212,2594.566377,2518.570642,2526.914434,2549.592088,2442.643936,2461.034602,2457.65322,2525.403623,2423.278657,2417.578115,2441.040199,2312.434974,2313.910191,2375.027281,2303.847586,2327.906486,2169.890221,2144.217847,2063.065137,1967.030812,1798.456828,1777.199951,1789.608564,1685.011384,1566.179454,1708.957491,1711.314637,1665.111815,1594.188245,1677.163283,1548.232685,1569.01992,1318.449356,1346.628033,1486.947246,1019.022456,1045.128217,1226.45968,1500.017128,1504.619766,1465.415838,1467.692835,1494.894686,1322.862714,1473.617831,1248.364475,1161.874655,1107.846298,1127.272827,1012.125997,950.489496,807.900186,716.185367,619.54386,499.132738,407.776161,317.010072,226.977546,178.837408,150.515321,118.25658,84.415092,63.832191,38.341659,49.956155,"2011mujeres.xls","2011","mujeres"
"729","37 Salamanca",179123.240137,1284.96704,1340.682968,1408.972316,1374.242784,1323.06054,1366.40197,1430.310962,1343.592398,1334.528947,1330.893395,1319.811303,1311.159216,1337.204504,1367.937629,1324.866187,1402.357469,1393.172836,1574.420359,1573.738126,1649.578558,1590.392743,1732.098182,1709.737292,1946.328306,1882.31415,1908.011976,2017.859716,2067.4439,2179.271657,2298.645635,2244.779503,2396.44891,2427.352552,2348.757958,2428.475572,2389.791095,2498.781689,2479.22165,2559.137945,2615.100514,2650.278778,2628.605355,2634.574672,2753.460435,2678.388883,2772.546672,2784.652342,2664.356748,2654.437078,2530.632781,2712.870343,2483.469409,2564.281463,2417.163945,2270.700052,2235.679962,2090.748977,2047.962073,1993.500545,1885.119121,2030.992067,2074.873055,2153.363858,1950.055348,2002.619308,2163.853557,2027.165623,2122.170359,1779.651219,1790.679319,2031.908974,1517.78895,1642.218071,1870.20062,2178.893837,2102.530757,2045.910863,2079.876675,2028.238089,2050.991182,2016.25809,1859.551727,1831.759637,1609.592198,1534.913575,1499.070644,1358.590969,1275.594984,1056.421965,914.23414,781.905445,588.023081,491.588194,401.07766,338.178658,236.006608,199.475915,165.682139,113.852249,76.002502,166.19794,"2011mujeres.xls","2011","mujeres"
"730","38 Santa Cruz de Tenerife",497369.894161,4118.525609,4376.751591,4784.140341,4660.233271,4631.35804,4713.888013,4696.55797,4564.478995,4567.030017,4693.52136,4744.007929,4850.178526,4446.464399,4551.117632,4545.776354,4608.763025,4574.923035,4817.173488,4905.226312,4889.026461,5222.071378,5467.745673,5818.446465,6039.349836,6279.030084,6400.844577,6809.411696,7100.992397,7711.241481,8091.187883,8332.387185,8580.567805,8585.358498,8553.020507,8881.175852,9035.91168,9008.25268,9105.120895,8876.304764,8693.639788,8713.1213,8590.4407,8421.268607,8386.433,8384.020669,8469.968648,8331.033004,7914.288824,7835.122378,7522.564158,7245.853526,6888.533133,6483.794376,6462.248207,6342.458518,6067.23783,6064.363147,5684.931364,5349.036947,5436.719536,5190.733241,5180.054536,4941.923435,5036.37633,4996.44612,5025.09161,4892.07999,4827.059359,4567.027631,4050.331388,4455.737235,3391.509648,3606.175669,3615.500679,4011.256353,3895.460384,3784.439147,3557.619619,3482.266858,3119.859173,2817.445921,2608.138707,2423.862171,2064.58605,1883.650464,1638.024935,1513.646899,1307.765758,1138.246325,891.685547,772.119454,606.494636,467.90481,393.606659,309.557467,272.848519,203.912821,153.013011,117.429169,68.889352,165.475717,"2011mujeres.xls","2011","mujeres"
"731","40 Segovia",80655.497024,690.657398,744.803463,782.01946,709.17359,754.350632,755.418059,704.147928,723.30555,701.515738,775.935977,707.887873,725.284052,688.884931,720.909812,739.692342,726.12005,716.214609,762.003427,774.934306,744.333299,763.916775,852.944737,826.248389,845.135099,861.430635,949.507928,913.497436,966.465412,973.959321,1013.132182,1070.043556,1153.613938,1137.686405,1149.245878,1242.211791,1161.282218,1231.534993,1177.115781,1118.653396,1176.875865,1220.557598,1265.551772,1228.855676,1301.698124,1286.888208,1290.617603,1349.714206,1207.027749,1236.806798,1138.337019,1116.32601,1184.96255,1052.606081,1082.556261,987.276382,916.187327,844.256929,806.047991,798.566171,750.347879,742.138734,820.914034,818.902967,717.335253,764.871664,770.998895,756.884825,756.418392,731.749269,695.449662,780.373079,572.952481,649.555589,734.821985,919.304899,831.829766,844.456559,883.40823,842.903214,857.505145,864.503981,780.302697,799.349185,693.545258,706.9542,585.660535,545.176783,536.592411,496.221484,387.043393,324.673109,260.851278,201.824924,146.636874,127.608818,122.502399,72.962904,79.916357,34.92619,37.91488,60.272157,"2011mujeres.xls","2011","mujeres"
"732","41 Sevilla",977325.569103,11304.773867,11693.097997,12395.315972,11697.556519,11537.700977,11360.730061,10978.320344,10663.055996,10251.283047,10203.09025,10048.95095,9685.048513,9521.78152,9828.430321,9525.554883,9408.896551,10024.05712,10462.239686,10677.835795,10693.748329,10755.642238,10904.545198,11216.142484,11330.094646,11904.820204,12336.965401,13047.0625,13665.460352,14359.673036,14915.015279,15908.12309,16066.275619,16937.243036,17302.475762,17267.915554,17081.579739,17128.338549,16476.000237,16512.402498,16134.815811,16037.573099,15772.933708,15867.037348,15890.981044,15380.829393,15565.787873,15665.081129,14745.504661,13686.769506,13178.609173,13323.897758,12685.113923,12641.711374,12394.387792,11103.321752,11115.228598,10265.263932,10570.87842,10476.562283,9844.322223,8733.474139,9703.148969,10208.369985,9531.106224,8633.841736,9754.83507,9211.317485,9565.609889,7679.18795,6698.938576,8262.305515,6680.702567,6546.046677,6596.80664,7889.145087,7499.916411,7030.167463,7480.000068,7025.804234,6302.690258,6167.578415,5762.961266,5245.289724,4374.12335,4037.592582,3715.351714,3415.403377,2958.625206,2537.546479,1978.757509,1704.755679,1178.663475,964.293018,755.930728,576.083882,413.141733,338.364413,235.669927,176.197243,105.99808,225.97144,"2011mujeres.xls","2011","mujeres"
"733","42 Soria",46696.082681,367.866436,380.666927,389.974071,350.684088,384.593408,368.399592,387.435668,406.681956,362.998787,371.885641,395.702789,389.606013,394.49817,360.987528,397.511164,406.894165,351.71069,419.011705,399.849218,403.511272,467.87607,486.207697,461.756102,515.700952,501.551232,509.937643,510.010965,512.780619,545.935511,568.749513,557.860337,580.76444,623.870003,614.864735,659.02109,655.759241,630.379061,592.125128,674.847174,601.972485,649.058931,679.071625,698.569404,683.281812,656.922603,727.456422,757.876789,658.502685,693.885451,678.903063,659.041865,648.809719,619.853212,571.437833,558.135093,508.970856,461.795188,537.524372,487.139179,460.895943,477.506874,483.78162,455.658154,451.279725,446.163379,470.879669,454.527812,485.893188,420.925044,466.054629,497.576518,376.49204,401.562724,458.821378,557.08801,561.639726,596.339418,590.095265,597.307734,539.854087,589.828768,540.028565,458.220418,480.477534,479.855966,392.855338,389.525071,391.869739,340.048677,275.784547,243.848291,181.874189,142.645644,134.321927,124.971029,106.611682,70.74798,60.955695,45.809784,36.257891,60.525621,"2011mujeres.xls","2011","mujeres"
"734","43 Tarragona",397374.625514,4527.243478,4656.644186,4801.89538,4752.59031,4543.305806,4471.323796,4320.227372,4154.139541,4094.894253,3866.769731,4035.87866,3828.855888,3692.596815,3733.560988,3543.468666,3678.589045,3666.111528,3601.836539,3764.782416,3719.039198,3991.358521,4018.279941,4448.835519,4497.649462,4657.893839,4954.336469,5196.710203,5381.440378,5776.886506,5950.413463,6609.745302,6698.014339,6987.150797,7038.122477,7254.013619,6958.148518,6817.170946,6605.095855,6485.663575,6310.685086,6110.860849,6178.753302,5937.110493,6193.229113,5906.781202,5792.393633,5867.641867,5474.323103,5631.680205,5448.639254,5402.351771,5286.080608,5098.581924,4946.134336,4790.625945,4751.812954,4657.385761,4459.96158,4472.353218,4319.245707,3981.147694,4303.909324,4429.166571,4194.017834,3932.698167,4051.166403,3740.570547,3686.234468,3160.283584,2996.105091,3732.162523,1961.884769,2539.776359,3094.633726,3357.823334,3132.180526,3029.358938,3092.825382,2916.494149,2905.434129,2889.868948,2643.729348,2507.889971,2194.502719,2150.031069,1914.428599,1851.348767,1544.201336,1413.474528,1172.793615,993.581966,733.680126,618.144231,461.870502,363.526794,246.842154,209.767341,134.874385,107.5948,72.950393,94.335168,"2011mujeres.xls","2011","mujeres"
"735","44 Teruel",70270.693514,570.927384,597.936467,618.048728,633.649068,589.454207,564.749088,568.945082,602.645632,566.528545,588.80956,637.84577,589.981967,575.632792,619.029016,631.280825,607.43971,657.226064,654.277237,705.768097,707.318395,732.00155,722.272748,788.00708,821.039708,850.911584,794.225032,759.359573,807.208834,799.521625,892.223326,901.630333,927.471634,936.891396,972.735225,937.38819,964.874199,960.434139,943.944303,878.117329,969.68626,973.451898,1010.139951,1047.153758,1084.213672,1013.414538,1010.155947,1093.090246,1056.844671,988.676574,1063.319692,977.409625,963.34945,938.984488,892.733235,818.775654,848.601576,673.845814,789.650672,769.372131,670.095867,730.320687,696.543531,692.064419,713.884371,676.598127,694.782614,715.198426,664.005432,618.97898,604.689856,761.118387,423.384718,554.471396,774.222717,819.011961,902.595101,796.65441,926.194497,883.959025,827.036742,848.744005,793.031608,776.041134,668.60769,639.384918,575.664532,539.777357,507.888878,448.668273,337.045729,311.581274,247.512526,201.062569,140.28175,110.526302,87.715639,55.914228,51.498224,57.622322,21.998457,43.693541,"2011mujeres.xls","2011","mujeres"
