"","Provincia","Total","0 años","1 año","2 años","3 años","4 años","5 años","6 años","7 años","8 años","9 años","10 años","11 años","12 años","13 años","14 años","15 años","16 años","17 años","18 años","19 años","20 años","21 años","22 años","23 años","24 años","25 años","26 años","27 años","28 años","29 años","30 años","31 años","32 años","33 años","34 años","35 años","36 años","37 años","38 años","39 años","40 años","41 años","42 años","43 años","44 años","45 años","46 años","47 años","48 años","49 años","50 años","51 años","52 años","53 años","54 años","55 años","56 años","57 años","58 años","59 años","60 años","61 años","62 años","63 años","64 años","65 años","66 años","67 años","68 años","69 años","70 años","71 años","72 años","73 años","74 años","75 años","76 años","77 años","78 años","79 años","80 años","81 años","82 años","83 años","84 años","85 años","86 años","87 años","88 años","89 años","90 años","91 años","92 años","93 años","94 años","95 años","96 años","97 años","98 años","99 años","100 y más años","file","año","sexo"
"410","26 Rioja, La",156540.684586,1588.016768,1534.749492,1571.978833,1582.262848,1591.574762,1433.778779,1424.270189,1382.191889,1393.768074,1378.155154,1391.304714,1348.793721,1284.117956,1396.182165,1324.585439,1358.078656,1357.273989,1502.672652,1493.291873,1614.399161,1574.558117,1688.373287,1869.065999,1866.841178,1978.971614,2081.100746,2158.635108,2345.412811,2508.715029,2561.790532,2666.492101,2696.646266,2595.927456,2539.768325,2457.667206,2512.67682,2508.208646,2405.175041,2422.519212,2406.813425,2501.77951,2389.316092,2417.605241,2436.463228,2283.25231,2306.474026,2361.213054,2277.039037,2318.098955,2156.393666,2139.590174,2061.915527,1954.452545,1807.663811,1785.219845,1788.982416,1690.771215,1588.06955,1705.502383,1722.875013,1669.816015,1588.622256,1671.72195,1556.181913,1574.191446,1334.948131,1355.859204,1493.409674,1034.595771,1080.661642,1263.762406,1538.998812,1543.439458,1520.006227,1542.48978,1558.134515,1401.838468,1558.512405,1341.059447,1298.9721,1249.602589,1280.272465,1178.526221,1149.214892,1008.1943,957.72379,810.897891,676.066112,586.364674,470.439209,386.250704,311.745877,275.095379,243.766161,163.919768,150.645291,89.356336,50.319255,33.179946,25.148169,27.250306,"2008mujeres.xls","2008","mujeres"
"411","37 Salamanca",178990.719994,1317.190505,1285.469462,1319.319314,1412.286285,1297.541742,1277.148429,1318.283659,1315.560137,1277.223446,1296.642884,1310.560192,1279.336334,1364.755404,1358.981999,1517.06778,1526.409381,1621.80892,1550.095452,1677.693353,1648.599152,1906.880008,1843.113446,1907.738684,2029.775692,2124.046062,2200.216655,2348.868615,2311.739622,2398.474989,2391.328331,2351.790477,2407.650436,2410.814969,2458.863609,2457.279016,2531.075501,2580.541393,2620.549261,2594.641603,2618.865198,2744.525786,2656.331885,2735.20467,2760.588129,2650.668269,2635.230166,2506.395643,2704.39621,2469.635614,2551.642186,2414.065671,2266.454171,2216.176545,2069.690951,2043.431072,1982.763602,1904.3419,2025.472514,2063.386779,2159.893755,1933.456797,1993.674177,2170.115479,2037.350509,2128.097554,1790.988197,1810.838403,2056.25938,1557.627372,1663.501244,1900.254716,2249.326202,2166.486505,2121.452392,2169.497071,2160.257408,2156.511412,2159.588561,2005.204164,2014.731762,1783.111311,1719.496162,1735.176815,1606.704396,1535.322188,1343.818324,1178.333644,1068.214594,840.342518,757.15647,605.276722,585.410137,441.866846,377.768696,320.89259,250.116447,168.385627,148.921081,90.552171,50.562113,111.548922,"2008mujeres.xls","2008","mujeres"
"412","38 Santa Cruz de Tenerife",478782.757599,4623.65213,4618.421274,4636.249709,4520.965745,4430.246229,4476.15233,4674.460925,4647.863093,4715.396944,4293.837355,4318.485888,4345.678436,4445.743641,4449.653506,4682.623287,4752.111724,4675.341048,4968.064318,5098.653069,5370.500592,5471.652847,5677.80598,5933.563877,6441.776253,6777.862897,7464.023371,7855.117641,8159.103796,8449.894408,8439.687924,8369.103297,8675.798094,8878.220477,8802.15292,8823.350698,8672.700945,8431.067581,8471.28444,8357.842496,8165.347024,8182.410471,8181.599346,8263.350614,8118.537691,7711.93031,7640.789673,7285.236221,7092.125479,6705.38935,6358.677821,6306.208056,6231.887383,5943.568447,5947.135863,5549.743938,5255.628328,5326.460658,5067.945759,5063.615682,4877.984542,4921.540633,4909.827279,4996.936882,4861.426186,4794.397475,4600.571052,4068.022953,4497.093288,3415.201548,3662.504121,3687.67582,4174.030773,4051.478842,3993.551738,3759.25004,3698.542367,3338.18951,3092.984373,2855.204815,2689.783595,2368.545969,2205.897956,1929.138005,1873.649922,1673.127127,1462.89555,1203.037557,1105.509838,853.297288,745.362871,657.647358,545.332261,484.6072,389.830341,297.894296,225.263535,172.770957,125.26071,72.550577,39.131263,112.109887,"2008mujeres.xls","2008","mujeres"
"413","40 Segovia",80210.176926,693.281856,723.856599,706.640497,690.567349,711.837238,689.422225,781.577074,679.432201,693.753004,665.646746,706.31113,715.635025,711.886522,700.60496,720.899124,751.108832,715.598588,725.974701,807.78715,795.56823,824.128983,863.558102,961.22402,949.019692,1009.486496,1004.641779,1031.161499,1106.287131,1163.59451,1126.671139,1148.698618,1247.052786,1196.781921,1208.172303,1131.422194,1102.978779,1163.499927,1196.916525,1211.211596,1202.252703,1264.522081,1269.040971,1277.363305,1351.055592,1191.319858,1243.440854,1138.516835,1110.440903,1176.889271,1056.326402,1083.193786,996.356439,920.330944,850.004924,819.059745,796.577489,758.94223,743.18728,817.433849,826.569407,712.142432,772.481902,785.593721,756.178665,772.14875,732.77106,706.199202,791.497103,587.327073,657.395898,759.671704,959.58951,868.973037,873.330498,923.373524,914.577858,906.021722,925.854398,836.975408,910.1283,795.212803,804.638369,678.519485,655.171157,656.145037,620.7704,528.097747,439.603379,341.085792,307.222683,237.870088,214.444785,202.29555,144.705769,155.539635,102.025447,84.024178,52.84786,38.476601,24.850243,47.676234,"2008mujeres.xls","2008","mujeres"
"414","41 Sevilla",946579.273233,11389.087102,11231.55085,11102.59643,10771.735858,10442.497644,10124.98583,10071.135316,9927.357587,9500.691532,9412.49154,9607.117589,9300.701915,9278.633133,9858.110714,10278.43885,10501.524481,10434.903205,10526.748594,10639.8138,10877.85148,11040.766832,11476.971663,11907.272331,12627.29424,13248.636253,13857.24192,14464.353079,15350.82296,15576.546642,16421.958701,16808.387512,16831.567267,16598.02202,16805.450304,16137.87217,16205.483131,15795.281715,15711.397182,15475.718477,15706.214602,15647.603124,15196.110243,15363.605169,15500.607652,14568.168771,13582.457135,13068.239206,13193.7506,12613.187742,12610.103131,12374.136451,11067.444302,11121.415108,10309.908397,10570.363651,10495.473999,9891.125392,8771.459229,9802.351725,10309.363551,9642.347348,8746.006118,9864.836976,9340.835699,9670.066911,7831.359375,6827.503731,8486.254145,6849.897329,6729.373914,6840.018169,8263.046449,7854.096832,7409.544885,8006.7343,7535.628792,6943.81586,6841.694457,6527.223266,6023.499401,5173.075007,4910.956942,4636.548407,4378.37323,3845.640997,3555.115029,2802.706641,2635.337214,1876.215172,1632.566562,1315.363217,1043.120093,787.9642,699.696827,520.060004,356.346316,277.685086,161.220085,122.884884,67.479974,165.02636,"2008mujeres.xls","2008","mujeres"
"415","42 Soria",46608.745706,327.408842,361.068196,361.1602,372.095003,396.318719,350.991406,353.740044,376.343632,365.20288,387.238255,348.729266,379.665416,399.15047,345.756183,411.221569,394.011042,385.64305,436.967801,450.450789,440.988504,489.845638,510.543596,509.890681,505.861694,502.816312,519.161328,575.383155,560.267898,587.257663,618.772151,633.090744,675.311003,657.241735,630.818161,588.578532,649.639353,587.813545,646.486625,662.854909,667.796054,646.125244,657.524865,713.253362,739.184987,646.419065,682.692246,679.995314,659.449742,635.210043,617.14228,568.526799,548.146865,508.148309,463.438455,533.520637,487.070228,453.23778,478.405327,487.727248,456.262944,450.573837,452.460524,462.971019,453.132256,483.576086,426.945199,477.388551,500.007341,395.286868,399.765563,474.890739,582.838807,582.771947,613.208823,615.776975,637.535537,578.876133,624.928031,575.685391,512.838074,545.335132,556.055552,445.177705,469.377506,458.667373,431.883513,358.894994,324.0449,265.307559,217.462783,208.935693,199.09934,176.829292,137.265171,116.403456,81.546515,79.557012,57.900949,31.930111,27.745225,32.80444,"2008mujeres.xls","2008","mujeres"
"416","43 Tarragona",382885.645282,4617.047325,4382.194981,4306.156934,4165.179802,4070.387754,4017.804286,3737.194993,3917.995843,3698.713167,3544.409368,3593.751816,3400.647599,3554.301118,3537.367706,3480.927093,3592.295215,3515.749602,3652.185267,3691.164555,4089.672104,4207.628461,4387.511777,4723.202753,4991.399313,5213.514438,5635.201834,5809.951541,6387.982978,6540.114369,6799.81251,6976.575574,7115.483138,6857.411782,6654.757963,6517.88308,6345.963977,6213.498341,6049.708746,6112.841453,5851.973416,6050.257782,5838.025937,5697.99683,5840.567377,5418.799797,5545.721623,5393.176215,5367.081034,5240.231574,5076.33215,4936.336394,4798.833614,4695.220058,4641.68375,4452.752935,4448.77924,4295.862422,3963.934341,4315.929691,4414.887334,4131.613159,3901.581792,4052.924042,3771.896802,3695.41277,3168.931775,3020.989893,3781.20694,1995.47455,2590.197403,3172.979941,3443.116728,3252.066004,3147.546792,3245.928278,3045.532411,3068.669884,3105.597544,2872.308192,2761.417161,2485.675706,2406.891092,2240.673107,2200.215879,1882.598441,1805.030991,1562.610124,1374.322777,1096.679908,961.848507,749.020788,633.363652,470.02941,422.690926,280.253989,245.798169,160.765923,108.562726,75.291263,41.419939,66.535834,"2008mujeres.xls","2008","mujeres"
"417","44 Teruel",70444.485657,626.064487,573.626386,564.903198,555.503414,570.452125,536.28019,559.841821,608.207274,567.671284,548.985861,603.514913,608.562298,598.442978,648.998785,648.469282,670.641405,669.482684,689.077297,679.700816,753.876282,785.595257,828.821036,803.141625,765.304752,803.949961,828.676001,904.634226,892.88997,925.030357,924.670298,955.627388,912.465171,962.539769,985.136362,928.939637,888.85249,926.696039,951.223339,1001.961372,1030.025794,1060.131755,1006.766353,1000.875999,1082.784383,1048.445461,992.920805,1042.894176,972.599895,961.060904,945.299481,896.858625,809.950151,868.592577,680.306678,796.319194,764.035634,686.581179,732.654748,702.886886,692.118829,704.382819,681.178449,707.769682,716.894205,668.978858,627.533699,606.361299,790.386452,438.853788,578.85711,807.195045,859.700966,931.236521,851.420602,990.730039,952.120073,899.987477,921.803038,873.721454,886.806541,774.812242,740.498209,700.283406,684.162015,652.763099,578.738717,490.131301,442.401991,359.139522,312.747103,233.154724,198.374146,181.334422,143.823354,116.919434,101.751501,65.610955,41.213881,33.821385,18.235054,46.083742,"2008mujeres.xls","2008","mujeres"
"418","45 Toledo",326816.691366,3769.718576,3549.768782,3632.661153,3625.966295,3567.061372,3370.204423,3541.303735,3381.592142,3454.482882,3295.697572,3359.912273,3177.310535,3270.655122,3314.356647,3435.05438,3640.707924,3507.215305,3474.05691,3696.932803,3756.295749,3984.620112,4123.99522,4211.772402,4498.151972,4472.263266,4789.75924,4922.350194,5341.86597,5286.221623,5695.839401,5491.661832,5771.311356,5589.59351,5538.428675,5512.178078,5457.317444,5229.220537,5304.142224,5308.642048,5386.338041,5047.146213,4959.065348,4928.512042,4958.440471,4714.320587,4608.279461,4467.073698,4460.820044,4383.103982,4111.501761,4029.783108,3668.660165,3458.542742,3292.500592,3160.617844,3292.182015,3034.085377,2939.194112,3168.919363,3304.838019,3019.243816,2767.870199,2913.591965,2954.026516,3080.159888,2608.318341,2095.138662,3255.42406,1826.317877,2322.269681,2831.828477,3073.455249,2821.903028,2831.867523,2967.959221,2941.023583,2836.885185,2842.81737,2780.51725,2621.195152,2410.285624,2367.864832,2126.528005,2022.633805,1785.889996,1701.445557,1426.407174,1168.797641,870.298442,850.905394,661.804578,597.811669,435.72718,328.556525,276.13454,241.160206,154.334084,110.069751,69.222625,53.421047,41.364979,"2008mujeres.xls","2008","mujeres"
"419","46 Valencia/València",1272270.398641,14009.696834,13473.405341,13476.865912,13053.827755,13036.633868,12037.849093,12016.27077,12132.114292,11706.239727,11126.778284,11056.917298,10873.570995,10903.789499,10959.920804,11390.319915,11905.734438,11868.878045,11989.650008,12289.183349,12762.368155,13204.073353,14182.728753,15130.138805,16075.396544,16462.271988,17915.729058,19119.772275,20519.990941,21490.857459,22426.328873,22774.509321,22817.351697,22428.023522,22614.980654,21300.11958,21085.368816,21088.923521,20687.855636,20585.664436,20326.5578,20648.595925,19866.694433,19881.992453,20022.7555,18922.119134,18684.546621,18242.524682,18695.617875,18355.503652,17449.119377,17121.378558,16110.938786,15476.098499,15014.603232,14880.432265,15161.95421,14054.877114,13945.799449,14470.176274,14776.006576,13754.659879,13040.894759,13539.642122,13038.564327,12661.369611,11442.623756,10257.518663,14414.32584,8305.036173,10511.79311,11400.917654,11195.347254,11128.603331,11143.501711,11363.739232,10752.16471,10515.131131,10559.57156,9602.471481,9388.536277,8569.688797,8473.257564,7619.068965,6961.242064,6274.459923,5910.916059,4758.285871,4212.369862,3174.766582,2816.028219,2309.770861,1740.3262,1451.393482,1153.95922,831.673178,662.957553,417.382041,345.101176,170.207325,113.381328,199.357761,"2008mujeres.xls","2008","mujeres"
"420","47 Valladolid",267326.643604,2278.084853,2347.586743,2304.801638,2278.541844,2344.859865,2152.383161,2169.221372,2096.639991,2126.154332,2028.462922,2126.295014,1989.03993,2026.182235,2066.030782,2125.297356,2204.201009,2116.793359,2199.587451,2413.810076,2377.220803,2649.095512,2709.55857,2874.626303,3162.531468,3214.51348,3430.193805,3600.075697,3952.09637,4129.851194,4440.381566,4320.685937,4658.058939,4255.063047,4509.43059,4366.776695,4399.862811,4256.334883,4264.886176,4258.902827,4225.257757,4298.993379,4207.906255,4206.923139,4204.111272,4111.068956,4025.038874,3980.709915,4070.605001,4100.321148,3864.513041,3960.4092,3798.485604,3612.414063,3443.383277,3509.026725,3433.906443,3229.512702,3455.248865,3492.245902,3536.879258,3188.105284,2935.447984,3355.1581,3176.958102,3082.856549,2699.224076,2479.748972,2802.413061,2049.658029,1976.374379,2228.29547,2755.397795,2470.228867,2540.70907,2482.645029,2494.26996,2365.694613,2356.51161,2182.889939,2238.853942,1961.486539,2034.413945,1817.850236,1763.761875,1563.719354,1500.953226,1230.036097,1108.588123,820.597575,718.818518,636.72355,517.336888,493.068627,350.91864,307.721038,227.247302,137.939959,95.231213,92.043778,29.028223,66.636685,"2008mujeres.xls","2008","mujeres"
"421","49 Zamora",98817.895364,572.523036,596.062399,588.107029,611.982776,650.911287,623.713609,608.183429,639.167572,610.013326,687.98734,655.321459,656.745822,694.840245,657.638627,762.140291,815.07017,803.632591,899.313233,878.631034,935.455728,981.439359,949.624971,1075.775253,1023.195567,1100.689344,1147.605293,1092.575453,1165.579595,1238.053906,1216.671121,1244.292194,1245.696505,1220.20224,1177.680859,1192.711493,1174.52756,1210.385881,1240.349594,1213.577817,1320.676671,1384.972337,1339.692166,1341.681293,1403.664459,1332.842915,1386.566684,1393.61929,1386.719907,1309.80773,1340.590909,1248.019131,1268.161158,1123.330134,1116.677257,1074.562585,1144.740809,1013.492593,1068.180574,1124.923041,1208.688864,1077.865722,977.941872,1190.647753,1117.787224,1186.826287,1099.508924,1075.431422,1288.087293,950.047329,1020.855554,1274.505398,1641.383892,1472.031357,1460.107116,1505.821298,1487.337649,1398.299433,1412.906171,1320.307759,1370.481192,1313.431824,1264.483839,1111.789236,1079.037577,1026.788953,946.323815,794.17914,662.525614,535.935695,478.056733,430.468806,356.290518,311.510152,283.590163,200.159222,163.520028,114.54086,86.162001,63.465943,22.095521,55.673564,"2008mujeres.xls","2008","mujeres"
"422","50 Zaragoza",481290.146209,4690.366584,4599.616636,4507.181068,4572.459002,4418.627469,4205.631277,4273.69286,3993.613184,3907.164181,3843.97594,3898.716997,3851.037076,3879.73619,3961.43314,3981.684912,4162.429528,4122.070432,3997.078287,4367.296472,4793.708791,4923.193652,5090.907653,5371.116296,5529.018124,5749.997486,6323.355887,6597.983158,7091.703496,7398.119261,7698.391414,7928.260245,7935.979196,7978.699669,7781.084133,7715.147724,7883.932565,7643.982904,7571.652669,7278.41038,7467.511217,7503.518951,7265.815471,7197.620168,7379.585206,7013.594881,6934.859141,6892.100858,7104.311277,6774.151429,6686.793197,6625.171099,6321.809497,6088.947998,5745.990045,5754.806666,5854.122044,5479.500679,5407.546155,5667.974374,5884.81995,5410.380155,5394.026884,5453.933949,5075.157034,5122.442255,4607.340896,4284.045606,4787.805169,3593.313461,3598.054051,4143.794615,5040.3822,4787.155456,4929.897043,5009.212548,5076.76221,4619.454006,4703.290828,4474.60205,4318.771186,3972.141556,3899.457752,3559.217741,3452.513903,3229.704851,3007.868966,2577.582932,2280.600217,1687.217332,1521.056644,1196.873168,946.44746,770.079409,620.393846,475.307488,384.432681,260.712817,182.250194,98.604259,83.121528,85.733622,"2008mujeres.xls","2008","mujeres"
"423","51 Ceuta",37204.642994,564.378617,553.454269,545.943176,517.4148,511.476349,521.196048,473.831632,501.588222,536.791372,455.799462,501.39032,449.972201,474.722594,464.057293,529.498423,479.375693,462.294006,482.774724,487.859728,542.508643,535.717219,516.318687,589.170854,536.672871,575.026667,578.427636,585.999027,589.731508,599.85794,582.308678,590.942226,602.131865,620.897425,597.108145,564.636813,570.533625,541.43807,595.933688,555.354135,522.251648,576.771663,564.214151,525.894809,650.22945,536.500207,563.757873,526.862391,572.724932,503.295952,514.013078,494.540381,447.086553,435.156674,413.976798,400.858141,363.473083,305.271538,328.717432,316.086665,323.111563,309.695528,298.291023,289.169409,301.304562,299.545348,276.714826,240.466599,310.539339,264.922137,260.116803,201.100684,297.074296,259.702481,244.73127,249.756648,257.431739,212.951512,237.585057,203.234334,182.53447,164.936605,155.753691,130.859691,121.650092,102.249813,87.958603,81.174192,60.882851,52.741919,43.161492,25.477946,24.317486,25.270144,23.624559,12.498952,8.318079,1.016358,6.766716,4.616642,0.079308,5.090157,"2008mujeres.xls","2008","mujeres"
"424","52 Melilla",35183.730838,545.417024,581.911227,535.891769,519.596976,577.213163,521.089608,531.912846,515.641159,483.331034,505.212788,491.274646,466.411468,488.105166,495.584396,506.59995,483.135503,431.21801,491.865052,475.167228,467.170686,466.330032,511.146152,493.011208,512.227922,525.879692,528.022203,597.862296,612.140599,617.817402,600.909595,579.761187,521.124479,568.622371,551.393887,536.686989,555.339097,523.133545,552.123173,548.158119,500.344235,561.165781,556.444935,556.596721,536.864385,458.255431,499.529755,465.460015,524.348773,480.509174,478.43673,468.94107,428.193285,400.097697,357.716757,345.078083,328.566655,286.722392,311.849322,265.111421,248.992337,247.299434,236.335558,260.548303,263.540874,231.492646,254.939443,188.148192,248.236874,207.911535,202.139159,249.132775,288.579313,229.688734,229.815546,200.808312,202.626348,169.252582,235.873759,181.433076,155.395827,138.145989,177.031995,132.120076,119.687902,87.868182,85.173745,64.223894,70.944642,46.42605,38.299385,42.557152,23.699198,22.085504,18.761906,15.391037,11.300074,13.233172,7.000678,2.533358,3.234008,6.15,"2008mujeres.xls","2008","mujeres"
"425","Total Nacional",22880534.404429,268220.807602,256771.642376,254729.298205,248894.961534,246841.863134,241893.034237,232714.029277,230399.192567,230151.958159,223146.142164,217682.615252,217057.29013,214268.649315,214991.298091,217841.940136,226560.40754,234683.712777,235789.429237,240543.505511,249059.401673,257662.189134,266725.010083,277815.027212,293421.257679,309197.247947,324583.802824,348395.189049,368374.7409,389959.908097,402539.887843,423223.760318,430250.951805,436820.579765,434296.837552,429451.34045,417779.5273,415491.821169,406299.693176,401887.13098,394136.509747,390639.795012,389538.309308,378676.236912,373671.761484,377600.908864,358747.095832,345620.557716,336026.298982,337446.203918,326942.143291,318770.347125,309683.817999,288336.144582,278989.867383,264155.48514,264979.01269,263559.348529,244812.17218,238753.934301,245763.084731,257032.582445,234238.937963,222176.160687,231597.479524,219440.578794,215856.330743,185859.940872,170494.949739,206560.449681,135037.355897,152458.277476,168127.097083,179074.228389,172171.169944,166656.578402,166118.958803,158857.247757,146059.620523,138929.907331,125079.784519,116148.374545,102092.651448,94148.023678,81569.934345,72428.621383,63585.212689,53927.556596,45020.417798,34132.530798,24580.610774,19614.451244,15272.853984,12004.049036,9211.160115,6849.063092,4997.365043,3625.050806,2208.655801,1524.000861,967.566703,1532.499192,"2009hombres.xls","2009","hombres"
